book_id,review_content
7956,Just to give you a rough idea of how charmingly fu
23349901,Percy Jackson's Greek Heroes (Percy Jackson and th
53044,A film script written by the French author. The 19
16279856,My thoughts after I finished this book:What theHEL
748877,"Novellas usually leave me wanting for more, but th"
24337,Feminists often denounce traditional fairy tales b
15195,The young Adolf Hitler applied twice for admission
18668059,This book was a fucking obstacle. Now I can share 
12875436,"Oh man, I enjoyed this book. I was engrossed the w"
130363,"This is my second Robert K. Massie book after ""Nic"
859500,I absolutely loved 'Translations'! It was beautifu
3009435,"Toni, Toni, Toni...it feels good to know you again"
5659,This was my son's favourite book. He was forever p
21849362,5 There is a thin line between love and hate Stars
2636119,"In any series that has five or more books, there a"
3047851,"Wanted (Pretty Little Liars #8), Sara ShepardAria,"
7834717,It would be fun to know how many scores of times I
60306208,“I think you liked it too much to call it assault.
543086,"Well simply, but utterly textually delightfully, P"
3863861,Reviewed for queuemyreview.com; book release: Octo
74389,This is the beginning of the decline in the series
85322,"Well, I can now say I've read a Brad Meltzer book."
2153780,I am going to start this review with two contradic
560535,I love this book! It has been a favorite of mine f
13502970,So you think a love triangle is bad? Try dealing w
5346,Great read!!
60142750,"2.5 stars, rounded downOk debut, but sudden ending"
421,“We tell ourselves stories in order to live... We 
123781,"3.5/5You see what I mean by ‘luck,’ and what other"
328023,"At the time of reading, this was my favorite Hesse"
29638166,5+ stars!!!Amy Harmon is one of those authors that
1309042,"First published in 1932, this is Georgette Heyer's"
22552026,"Me on Page 1: Oh great, another novel in verse.Me "
129117,Beach read.Funny read.I-want-to-be-this-character 
13615701,Actual rating: 1.5Rounded up to 2 because THIS BOO
2092154,Five movies were nominated for Best Picture that y
136977,"In the current age of anxiety, Pema Chödrön is bot"
145622214,"DNF 4%Even in a fantasy, stuff should make sense.T"
770051,"When I heard about the popularity of “Olivia,” I w"
44790978,A fun rocket through timeAuthor Kyle Keyes takes s
91494,What can any reader say about Elizabeth Bowen’s wr
504420,"In some ways, I'm glad I read this novel with two "
20563,So. This is an old story and terribly familiarTess
36381037,“I'm sure I'll feel much more grateful when I find
2767,Update: I took this out of the library to attempt 
10664113,Warning: The dragons in this review are named Gian
139724,Oyeyemi wrote this whilst still doing her A levels
7519231,I hate this book so much. I hate it so much that i
89376,Have to say this book was largely a 476-page exerc
182185,Letter from an Unknown WomanbyStefan ZweigA letter
1108130,"An incredibly moving, powerful and compelling stor"
17704902,This book is a devastating account of what happene
51069,HAHAHA! So funny! I may have laughed manically sev
6433752,I hated this book. I couldn't even finish it. I st
28815,I do not read a lot of books about business/non-fi
25489134,Haunting. Riveting. Entrancing.This is the sort of
299990,"Built of greystone, and lying somewhat in a hollow"
90360,"It is as if Frank Delaney wrote his novel, Ireland"
763508,I can honestly say that the world would be a lesse
478246,I want to say to everyone please please read this 
481336,A gem of a find. When you contextualize this histo
22293224,"A dark, rainy Boxing Day in Devon. What can you do"
32887579,I feel like one of maybe four people in the world 
332775,I finished this book last night but waited till th
3295695,💀Impromptu buddy reread with my MacHalo Freaks💀➽An
3308136,"Absolutely brilliant! My first Powys book, but I'm"
5132915,"This was really boring. I mean, really boring. I t"
8965,"I didn't know what to read next, even though Blood"
20764879,Seven of my favorite Bookish Villains in oneBookTu
879753,This book had some really interesting reflections 
11433,As I made my way through the cheaters’ contrition 
4772110,The music of the past will always remain in the pa
207918,"By way of making some introductory remarks, Roger "
46945,"First published in 1978, seven years after the sta"
45416596,➸4.5 stars➷ the seven husbands of evelyn hugo by t
690866,The Hundred Secret Senses is now one of my favorit
80113,The more Schaeffer I read the more I like his work
9368401,I liked how this one picks up right where the firs
12067,Don’t be misled by those who class this as fantasy
10286585,Reading this book is a horrible mistake.It made me
32718027,Full review FINALLY postedEvery time I think about
17704902,"Harrowing, Unapologetic, and HeartbreakingThe even"
56652791,Love those epilogues!!!This is book #3 in A Fairy 
7514925,Edit 04/04/2013: I read this almost a year ago now
11908,"“I had come into a place devoid of all light, that"
49540,Was I seduced? Unapologetically so!!!5 seductive s
89691,"Ah, where do I begin reviewing this book? Let me s"
38343303,Chasing The Red Queen by Karen Glista was nothing 
53439886,oh haven't you heard? Holly Black released a sneek
181077,"Sadako and the Thousand Paper Cranes, Eleanor Coer"
92610,“Not all roads that lead down lead up as well.”― U
63580,"I haven't read many novels by Danielle Steel, but "
7381647,"This book reminds me a lot of the website ""stuff w"
42909,I recently read an online article about James Herr
13548611,I bought this book only because she wrote 101 dalm
51883947,I love a good WWII story. They are heavier (for ob
146263,Michael W. Kauffman'sAmerican Brutusoffers a probi
57307172,"Tell Me I'm Worthless was Alison Rumfitt's debut, "
57911600,Received an early copy from the fact that the auth
3392178,I read the first Aya book after several years of a
201853669,What a great Cass Leary Thriller to read for the h
41574189,Stepping Beyond Intention wants to help guide you 
14924674,I have dedicated the year 2021 to reading various 
23278537,"""There are books that are suitable for a million p"
33569,This book is heartbreaking.I read it years ago and
1303564,This mission was freaking awesome and intense! It 
15619,"One of my favorite poetry books, this isNative Son"
2881727,Only Joey Hill's Novella2nd read: April 2015Buddy 
15731779,"** 1,5-2 ""bored-out-of-my-mind"" STARS **November 1"
33668,James Patterson has joined up with Maxine Paetro i
589738,"In the 1960s, Minnesota author Frederick Manfred w"
31138556,This is a profoundly shocking piece of writing- a 
592657,"A masterpiece of lyrical, intense writing. When I "
29629427,"A terrific, witty sci-fi novelBritish author Antho"
2976324,"Pop-up telling ofBrava, Strega Nona!. Yes, words f"
531262,Evelyn Waughis a brilliant observer of human pecca
38463,Fucking hell. Reeling. I can't wait to see what Ba
7192913,Read. This review was previously published at blog
335919,EFR is a near-forgotten author from the post-WWII 
35247769,hands down my favorite jenny han book EVER. this w
2621146,I am generally not impressed by poetry that calls 
3211106,(Reprinted from the Chicago Center for Literature 
6401616,"Not bad, but promises more than it delivers. Inste"
19494,In the past two years I’ve started watching more s
99483,I had a sudden thought about this book which I had
176964,UPDATE: I'm bumping this back up to five stars as 
50882394,"”We’re in this together, Sunshine. You and me. Got"
35414,"""Allegiance"" was a pleasure to read. I am a huge S"
29059,"Victor Mancini, a medical-school dropout, needing "
36283458,Little story line going on here folks - but if you
5832289,"I've come back to this book, some years after read"
57819305,"Transcendent and hard-hitting, Jampole’s ambitious"
3393648,Wonderful! Wonderful! Reading this was like fallin
45370,"The conversation continues....There's Gillian, who"
213652,This book was all the escape I could have asked fo
133547,"A thriller, non-stop action, definately one of Gom"
94039,This book was...not good. Like most reviewers have
22297138,3.5 of 5 stars at The BiblioSanctumhttp://bibliosa
480204,The Phantom’s greatest tragedy in life is the fact
26407003,"""The Art of Startup Fundraising"" by Alejandro Crem"
5234145,I learned honor is complex to maintain when choosi
13402447,"I hate when a book has a really good idea, but is "
71332,PUSH exceeds the limits of my understanding. I am 
76714487,I bow down to Sarah J Maas’ storytelling. I have n
34114362,"5 Stars.An Incredibly Emotional Memoir. I laughed,"
10079321,A book has never made me so angry before. I am abs
93251,"""...that country where it is always turning late i"
135840,'Ecstasy' (or 'Ecstasy: 3 Tales of Chemical Romanc
13047090,It's only fitting that I go back to my roots and k
821003,A sweet and wholesome collection of poetry! Recomm
549742,As bad as you can't believe it is. How this got pu
32294951,5+ Graham Cracker stars!!!I know I say this after 
24911006,Short review: Ban MenLonger review: Horrifying loo
57815107,– 3.5 starsI’ve finally read this book and formed 
195606774,"Can't say I'm the biggest fan of short stories, bu"
32831,"""Before all masters, necessity is the one most lis"
